qID,dataset,video,_video_key,_source,timestamp_start,question,answer,answer_format,_subtmpl,_bin,fold
heico__85264,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:09:25,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85472,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:37,How many Sponges appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83507,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:30:57,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__83865,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:08,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__84447,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:30:57,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85402,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:30:57,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85648,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:43:59,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83846,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,04:07:30,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__83701,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:44:16,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__84367,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,04:07:30,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85620,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,04:07:23,How many External drains appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85456,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:21,How many Sponges appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83641,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:32:45,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__83880,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:23,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__83970,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:29:21,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85222,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:31:36,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85659,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:44:12,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83822,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:57:20,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__83890,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:33,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__84383,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:26,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85585,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:01:57,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85661,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:44:14,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83574,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:09:40,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__83699,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:44:14,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__84232,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:08:08,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85270,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:09:42,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85646,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:43:57,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83713,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:30:56,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__83685,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:43:58,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__84391,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:30:56,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85633,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,04:07:36,How many External drains appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85649,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:44:00,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83602,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,03:50:30,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__83681,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:43:54,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__84076,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,04:07:38,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85292,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:35:10,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85443,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:08,How many Sponges appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83656,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:35:10,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__83684,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:43:57,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__84120,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:32:22,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85387,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:57:07,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85650,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:44:01,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83524,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:02:00,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__84462,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:59:45,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85107,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:10:05,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85647,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:43:58,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83906,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:09:28,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__84320,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:08:23,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85631,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,04:07:34,How many External drains appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85469,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:34,How many Sponges appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83689,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,03:50:24,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__84203,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,03:50:40,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85291,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:35:09,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85643,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:43:54,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83577,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:31:27,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__84085,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:31:35,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85344,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:51:23,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85663,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:44:16,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83758,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:02:27,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__84189,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:44:02,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85559,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:10:13,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85474,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:39,How many Sponges appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83710,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:08:25,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__84385,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,02:09:23,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__85724,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,03:50:36,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__85458,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,01:58:23,How many Sponges appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__83527,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,04:07:14,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__84382,heico,0000 - Heico - Prokto - 1.avi,heico/0000 - Heico - Prokto - 1.avi,train_92,04:07:18,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
