split,dataset,id,primary_capability,answer_format,disposition,rule,question_changed,answer_changed,question,answer,flipped_question,flipped_answer
test,heico,2219993,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2219712,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2219738,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2222067,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2221989,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2221949,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2221991,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge
test,heico,2250763,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Clip,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Clip
test,heico,2250866,1a,fo_class,transformable,fixed_quadrant_class,True,False,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,Sponge,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge
test,heico,2244620,1d,open_ended,transformable,all_object_positions,False,True,"At timepoint 01:19:36 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 01:19:36. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/left,"At timepoint 01:19:36 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 01:19:36. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Clip: bottom/right
test,heico,2262224,1d,fo_class,invariant,closest_to_image_center,False,False,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip
